rank,person_name,total_amount_active_period,total_contracts_active_period,active_companies_with_ops,active_operation_days,main_position,main_position_amount,companies_sample
113,CLECE SA,256110167.38,623,4,456,ADMINISTRADOR,256110167.38,MULTISERVEIS NDAVANT SL (B60579240) | SERVEIS EDUCATIUS CAVALL DE CARTRO SL (B63618045) | INTEGRA MANTENIMENT GESTIO I SERVEIS INTEGRATS CENTRE ESPECIAL DE TREBALL CATALUNYA SL (B64876956) | LIMPIEZAS DEYSE SL (B08383085)
114,PHILIPPE MAILLARD,254173922.31,1247,2,501,ORGANO_GOBIERNO,254173922.31,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234) | SITA SPE IBERICA SL (B60171162)
115,FAINE CASAS ISIDRO,253770485.47,1289,3,537,ORGANO_GOBIERNO,253770485.47,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234) | CAIXA D'ESTALVIS I PENSIONS DE BARCELONA (G58899998) | FUNDACION BANCARIA CAIXA D'ESTALVIS I PENSIONS DE BARCELONA LA CAIXA (*** 8999 **)
116,SUEZ ENVIRONNEMENT ESPAÑA SL,253713972.46,1209,1,470,ORGANO_GOBIERNO,253713972.46,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234)
117,JUAN FRANCH INMACULADA,253713972.46,1209,1,470,ORGANO_GOBIERNO,253713972.46,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234)
118,JEAN MARC BOURSIER,253713972.46,1209,1,470,ORGANO_GOBIERNO,253713972.46,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234)
119,GERARD MESTRALLET,253713972.46,1209,1,470,ORGANO_GOBIERNO,253713972.46,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234)
120,BERNARD GUIRKINGER,253713972.46,1209,1,470,ORGANO_GOBIERNO,253713972.46,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234)
121,SUEZ SPAIN SL,253713972.46,1209,1,470,ORGANO_GOBIERNO,253713972.46,SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234)
122,AURO INFRASTRUCTURES GROUP SL,251003539.72,173,3,153,ADMINISTRADOR,251003539.72,COPISA CONSTRUCTORA PIRENAICA SA (A08436107) | CPI INTEGRATED SERVICES SA (A65296923) | CPI INDUSTRIAL ENGINEERING S.A (A63856645)
123,GARCIA GARCIA JOSE,250978500.09,317,1,273,ADMINISTRADOR,250978500.09,ACSA OBRAS E INFRAESTRUCTURAS SA (A08112716)
124,COPCISA INDUSTRIAL SL,247947353.44,202,4,190,ADMINISTRADOR,247947353.44,COPCISA SA (A08190696) | COPTALIA SA (A63001705) | PAVIMENTOS BARCELONA SA (A08348039) | NOVANTIA INTEGRAL SA (A62119896)
125,SYLVAIN PAUL GABRIEL CORTES,238814937.02,79,2,65,ORGANO_GOBIERNO,238814937.02,GBI PAPREC SA (A60088309) | CORPORACION CLD SERVICIOS URBANOS DE TRATAMIENTO DE RESIDUOS SL (B08173411)
126,MIARNAU MONTSERRAT JOSE,238777873.07,283,2,233,ORGANO_GOBIERNO,238777873.07,COMPANYIA GENERAL D'AIGUES DE CATALUNYA SA (A60401585) | COMSA SA (A08031098)
127,VILALTA CAMBRA ALBERT,222453939.46,441,6,286,ORGANO_GOBIERNO,222453939.46,"AIGUES DE BARCELONA, EMPRESA METROPOLITANA DE GESTIO DEL CICLE INTEGRAL DE L'AIGUA SA (A66098435) | TRACTAMENT I SELECCIO DE RESIDUS SA (A08800880) | DISTRICLIMA SA (A63032601) | BARCELONA CICLE DE L'AIGUA SA (A66168303) | GESTIO I PROMOCIO AEROPORTUARIA SA (A61932471) | FOMENT DE CIUTAT SA (A62091616)"
128,ANGELICA VITALI,220490801.23,138,1,120,ORGANO_GOBIERNO,220490801.23,T SYSTEMS ITC IBERIA SA (A81608077)
129,SERRA ISERN JORDI,219954327.77,407,5,253,ORGANO_GOBIERNO,219954327.77,"AIGUES DE BARCELONA, EMPRESA METROPOLITANA DE GESTIO DEL CICLE INTEGRAL DE L'AIGUA SA (A66098435) | TRACTAMENT I SELECCIO DE RESIDUS SA (A08800880) | BADALONA COMUNICACIO SA (A08808461) | MARINA DE BADALONA SA (A62288154) | BADALONA CULTURA SL (*****634B)"
130,CIVIT FONS ALBERT,219680876.32,400,4,248,ORGANO_GOBIERNO,219680876.32,"AIGUES DE BARCELONA, EMPRESA METROPOLITANA DE GESTIO DEL CICLE INTEGRAL DE L'AIGUA SA (A66098435) | TRACTAMENT I SELECCIO DE RESIDUS SA (A08800880) | FOMENT DE CIUTAT SA (A62091616) | EQUACAT SA (A60307709)"
131,GRUAS ESTADELLA MIGUEL ANTONIO,219318147.33,322,1,283,ORGANO_GOBIERNO,219318147.33,M. Y J. GRUAS SA (A25031576)
132,TURMO BAÑERES BERNARDOPresidente: GRUAS ESTADELLA JOSE MARIA,219318147.33,322,1,283,ORGANO_GOBIERNO,219318147.33,M. Y J. GRUAS SA (A25031576)
133,BOIXASA SOLAGRAN JACINT,213590560.23,175,3,144,ORGANO_GOBIERNO,213590560.23,TRANSPORT SANITARI DE CATALUNYA SL (B62003280) | TEATRE NACIONAL DE CATALUNYA SA (A60942851) | EQUACAT SA (A60307709)
134,CASTILLO NEBRA ANTONI,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
135,PICH ROSELL VALENTIN,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
136,GAGO RODRIGUEZ SERGIO,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
137,GALI KELONEN PERE,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
138,MONROSE SARL,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
139,BUSSARDI SARL,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
140,GONZALEZ PEREZ MARIA LLUISA,212933364.06,112,1,92,ORGANO_GOBIERNO,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
141,SUPSAR INVEST SL,212933364.06,112,1,92,ADMINISTRADOR,212933364.06,TRANSPORT SANITARI DE CATALUNYA SL (B62003280)
142,HEALTH TRANSPORTATION GROUP SL,212231907.7,77,2,60,ADMINISTRADOR,212231907.7,TRANSPORT SANITARI DE CATALUNYA SL (B62003280) | CONTRATAS AMBULANCIAS EMERGENCIAS S.A (A82227786)
143,COLET GONZALO MARTA,210226724.16,1145,6,673,ORGANO_GOBIERNO,175877056.93,"AIGUES DE BARCELONA, EMPRESA METROPOLITANA DE GESTIO DEL CICLE INTEGRAL DE L'AIGUA SA (A66098435) | SOREA SOCIEDAD REGIONAL DE ABASTECIMIENTO DE AGUAS SA (A08146367) | AQUAMBIENTE, SERVICIOS PARA EL SECTOR DEL AGUA SA (A08332975) | SOCIEDAD GENERAL DE AGUAS DE BARCELONA SA (A08000234) | CASSA AIGUES I DEPURACIO SL (B61142378) | COMPANYIA D'AIGUES DE SABADELL SA (A08071664)"
144,SUBIRA FARRE PERE JOAN,204264747.55,597,2,505,ORGANO_GOBIERNO,140768904.34,SERVEIS INTEGRALS DE MANTENIMENT RUBATEC SA (A60744216) | TRATAMIENTO ACONDICIONAMIENTO DE LADERAS Y OBRAS SA (A64966179)
145,GARCIA COMA ANTONIO,204264747.55,597,2,505,ORGANO_GOBIERNO,140768904.34,SERVEIS INTEGRALS DE MANTENIMENT RUBATEC SA (A60744216) | TRATAMIENTO ACONDICIONAMIENTO DE LADERAS Y OBRAS SA (A64966179)
146,MARTINEZ GIMENO TOBIAS,197258345.02,541,4,396,ADMINISTRADOR,191269847.43,TRADIA TELECOM SA (A61902045) | SERVICIOS AUDIOVISUALES OVERON SL (B63879902) | RETEVISION I SA (A62275680) | CELLNEX TELECOM SA (A64907306)
147,CALAF GRUP 1964 SL,196063192.69,482,5,372,ADMINISTRADOR,196063192.69,CONSTRUCTORA DE CALAF SA (A08153900) | SERVEIS OBRES I MANTENIMENT SL (B59302166) | CALAF TRENCHING SL (B66176843) | PICVISA MACHINE VISION SYSTEMS SL (B62986815) | CALAF TECNIQUES INDUSTRIALS SL (B66176850)
148,REYNES MASSANET FRANCISCO,191370095.36,206,3,175,ADMINISTRADOR,191370095.36,TRADIA TELECOM SA (A61902045) | RETEVISION I SA (A62275680) | ABERTIS AUTOPISTAS ESPAÑA SA (A81545790)
149,ALJARO NAVARRO FRANCISCO JOSE,191370095.36,206,3,175,ADMINISTRADOR,191370095.36,TRADIA TELECOM SA (A61902045) | RETEVISION I SA (A62275680) | ABERTIS AUTOPISTAS ESPAÑA SA (A81545790)
150,CORONAS GUINART JOSE MARIA,191275027.2,211,3,180,ADMINISTRADOR,191269847.43,TRADIA TELECOM SA (A61902045) | RETEVISION I SA (A62275680) | FUNDACION BANCARIA CAIXA D'ESTALVIS I PENSIONS DE BARCELONA LA CAIXA (*** 8999 **)
151,MARGENAT PADROS JUAN ARTURO,191269847.43,204,2,173,ADMINISTRADOR,191269847.43,TRADIA TELECOM SA (A61902045) | RETEVISION I SA (A62275680)
152,DE VESES ESTADES JAVIER MARTI,191269847.43,204,2,173,ADMINISTRADOR,191269847.43,TRADIA TELECOM SA (A61902045) | RETEVISION I SA (A62275680)
153,AISA MANCHO JOSE MANUEL,191269847.43,204,2,173,ADMINISTRADOR,191269847.43,TRADIA TELECOM SA (A61902045) | RETEVISION I SA (A62275680)
154,ALEMANY MAS SALVADOR,189742251.66,298,2,232,ADMINISTRADOR,189677829.58,TRADIA TELECOM SA (A61902045) | BARCELONA D'APARCAMENTS MUNICIPALS SA (A66383902)
155,MARTINEZ VILA JOSEP,189742251.66,298,2,232,ADMINISTRADOR,189677829.58,TRADIA TELECOM SA (A61902045) | BARCELONA D'APARCAMENTS MUNICIPALS SA (A66383902)
156,ACEBILLO MARIN JESUS,187914781.95,519,4,352,ORGANO_GOBIERNO,187914781.95,NOVARTIS FARMACEUTICA SA (A08011074) | ADVANCED ACCELERATOR APPLICATIONS IBERICA SL (B64587116) | CATALANA DE DISPENSACION SA (A60314119) | ALCON CUSI SA (A08079634)
157,MARFINA SL,187430829.17,205,11,165,ADMINISTRADOR,183368066.86,MARFINA BUS SA (A08413031) | TRANSPORTS CIUTAT COMTAL SA (A59736686) | SARFA SL (B62198973) | MOTORPRIM SL (B60393741) | COMERCIAL MARTI SA (A08099251) | CARRILETS TURISTICS SL (B17429879) | STERN MOTOR SL (B60478245) | SARSA VALLES SA (A58463522)
158,PUJOL POU JOSE MARIA,174828335.62,240,2,209,ORGANO_GOBIERNO,174828335.62,CONSTRUCTORA DE CALAF SA (A08153900) | CATALANA D'EXPLOTACIONS I MANTENIMENTS SA (B08719619)
159,PUJOL POU FRANCISCO JAVIER,174828335.62,240,2,209,ORGANO_GOBIERNO,174828335.62,CONSTRUCTORA DE CALAF SA (A08153900) | CATALANA D'EXPLOTACIONS I MANTENIMENTS SA (B08719619)
160,OLIVIER LAFONT,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
161,HANSPETER SPEK,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
162,PHILIPPE GRILLET,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
163,MIKE MCCLELLAN,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
164,PETER ANTOON HUGO GUENTER,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
165,BART FILIUS,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
166,DAVID MATHIAS LOW,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
167,JEAN CHRISTOPHE BADRI,174676583.79,680,1,427,ORGANO_GOBIERNO,174676583.79,SANOFI AVENTIS SA (A08163586)
168,FERNANDO ANTUNES SAMPAIO,174672930.62,679,1,426,ORGANO_GOBIERNO,174672930.62,SANOFI AVENTIS SA (A08163586)
169,GARCIA CEBRIAN ANA MARIA,174672930.62,679,1,426,ORGANO_GOBIERNO,174672930.62,SANOFI AVENTIS SA (A08163586)
170,COLETTE MUTSCHLER,174672930.62,679,1,426,ORGANO_GOBIERNO,174672930.62,SANOFI AVENTIS SA (A08163586)
171,MARC ANTOINE LUCCHINI,174405879.63,674,1,423,ORGANO_GOBIERNO,174405879.63,SANOFI AVENTIS SA (A08163586)
172,ADRIEN JEAN CHABRIER,174135904.45,694,2,442,ORGANO_GOBIERNO,174110984.38,SANOFI AVENTIS SA (A08163586) | OPELLA HEALTHCARE SPAIN S.L (B01800192)
173,MESTRE MOLINS ALEXANDRE,173553994.98,505,2,363,ADMINISTRADOR,167583135.44,TRADIA TELECOM SA (A61902045) | SERVICIOS AUDIOVISUALES OVERON SL (B63879902)
174,CORTINA TARRATS LUIS,171167922.98,490,1,377,ORGANO_GOBIERNO,171167922.98,SIEMENS HEALTHCARE DIAGNOSTICS SL (B60805769)
175,POU ISALT ANGELS,171167922.98,490,1,377,ORGANO_GOBIERNO,171167922.98,SIEMENS HEALTHCARE DIAGNOSTICS SL (B60805769)
176,GONZALEZ MUÑOZ YARA,171167922.98,490,1,377,ORGANO_GOBIERNO,171167922.98,SIEMENS HEALTHCARE DIAGNOSTICS SL (B60805769)
177,MARTIN CELEMIN JUAN JOSE,171167922.98,490,1,377,ORGANO_GOBIERNO,171167922.98,SIEMENS HEALTHCARE DIAGNOSTICS SL (B60805769)
178,PEDRAZA ORDOÑEZ FERNANDO,171167922.98,490,1,377,ORGANO_GOBIERNO,171167922.98,SIEMENS HEALTHCARE DIAGNOSTICS SL (B60805769)
179,EAC INVERSIONES CORPORATIVAS SL,169889332.75,56,2,46,ORGANO_GOBIERNO,169889332.75,FCC CONSTRUCCION SA (A28854727) | FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA (A28037224)
180,MONTES SANCHEZ RAFAEL,169889332.75,56,2,46,ORGANO_GOBIERNO,169889332.75,FCC CONSTRUCCION SA (A28854727) | FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA (A28037224)
181,ROBERT PEUGEOT,169889332.75,56,2,46,ORGANO_GOBIERNO,169889332.75,FCC CONSTRUCCION SA (A28854727) | FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA (A28037224)
182,SUE ANN WEBB,169396915.26,453,2,319,ORGANO_GOBIERNO,169396915.26,NOVARTIS FARMACEUTICA SA (A08011074) | ALCON CUSI SA (A08079634)
183,ERIC J CORNUT,169330409.31,448,1,314,ORGANO_GOBIERNO,169330409.31,NOVARTIS FARMACEUTICA SA (A08011074)
184,GUIDO ANGELO GIOVANNI GUIDI,169330409.31,448,1,314,ORGANO_GOBIERNO,169330409.31,NOVARTIS FARMACEUTICA SA (A08011074)
185,KNUT ULRICH MAGER,169330409.31,448,1,314,ORGANO_GOBIERNO,169330409.31,NOVARTIS FARMACEUTICA SA (A08011074)
186,MARIE FRANCE TSCHUDIN,169330409.31,448,1,314,ORGANO_GOBIERNO,169330409.31,NOVARTIS FARMACEUTICA SA (A08011074)
187,LOUIS JACQUES ROUSSEAU,168165476.38,639,1,397,ORGANO_GOBIERNO,168165476.38,SANOFI AVENTIS SA (A08163586)
188,MIRALLES PRIETO JOSE MARIA,167583135.44,169,1,141,ADMINISTRADOR,167583135.44,TRADIA TELECOM SA (A61902045)
189,ERASO CAMPUZANO ANTONIO,166826223.51,343,2,142,ORGANO_GOBIERNO,166826223.51,FACTOR ENERGIA SA (A61893871) | GRUPO GALILEA PUIG CORREDURIAS DE SEGUROS ASOCIADAS SA (B59087155)
190,JOHN MCDONALD GREEN ARMYTAGE,166826223.51,343,2,142,ORGANO_GOBIERNO,166826223.51,FACTOR ENERGIA SA (A61893871) | GRUPO GALILEA PUIG CORREDURIAS DE SEGUROS ASOCIADAS SA (B59087155)
191,MULTISERVEIS NDAVANT SL,166786858.98,130,2,117,ADMINISTRADOR,166786858.98,ACCENT SOCIAL SL (B66808213) | SERVEIS EDUCATIUS CAVALL DE CARTRO SL (B63618045)
192,MATA MAYRAND ALVARO,166572498.03,328,2,131,ORGANO_GOBIERNO,166572498.03,FACTOR ENERGIA SA (A61893871) | GRUPO GALILEA PUIG CORREDURIAS DE SEGUROS ASOCIADAS SL (B59087155)
193,RUIZ RUIZ SEBASTIAN,166572498.03,328,2,131,ORGANO_GOBIERNO,166572498.03,FACTOR ENERGIA SA (A61893871) | GRUPO GALILEA PUIG CORREDURIAS DE SEGUROS ASOCIADAS SL (B59087155)
194,COPCISA ELECTRICA SL,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
195,RIBA PIANC SL,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
196,ROUSAUD VIÑAS ADOLF,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
197,ROUSAUD PARES EMILI,166359510.79,315,1,117,ADMINISTRADOR,166359510.79,FACTOR ENERGIA SA (A61893871)
198,RUEDA HERNANDO MIGUEL FERNANDO,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
199,MATA LOPEZ ERNESTO,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
200,DAVID ZALAZNICK,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
201,ROUSAND PARES EMILIO,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
202,BONANY CONSULTING SERVICES SL,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
203,FREEMARKET CORPORATIVE INTELLIGENCE SL,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
204,ROUSAUD PARES EMILIO,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
205,OLE GROTH,166359510.79,315,1,117,ORGANO_GOBIERNO,166359510.79,FACTOR ENERGIA SA (A61893871)
206,ROUSAUD VIÑAS ADOLFO,166106234.45,301,1,107,ORGANO_GOBIERNO,166106234.45,FACTOR ENERGIA SA (A61893871)
207,CRAIG FERGUSON,166106234.45,301,1,107,ORGANO_GOBIERNO,166106234.45,FACTOR ENERGIA SA (A61893871)
208,PARERA ANDRES ANTONIO,165734585.72,628,2,499,ORGANO_GOBIERNO,165734585.72,FIATC MUTUA DE SEGUROS Y REASEGUROS A PRIMA FIJA (G08171407) | CONSTRUCCIONES BOSCH PASCUAL SA (A08617953)
209,AGNES ROSE PERRE,160222132.13,625,1,385,ORGANO_GOBIERNO,160222132.13,SANOFI AVENTIS SA (A08163586)
210,GARCIA PEREZ FELIPE BERNABE,159422856.5,55,2,45,ORGANO_GOBIERNO,159422856.5,FCC CONSTRUCCION SA (A28854727) | FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA (A28037224)
211,TEYCO SL,159011153.91,496,1,374,ADMINISTRADOR,159011153.91,CONSTRAULA ENGINYERIA I OBRES SA (A58142639)
212,XALABARDER ANGLI ORIOL,157372863.3,239,6,181,ORGANO_GOBIERNO,155498182.91,NEXUS ENERGIA SA (A62332580) | ELECTRA CALDENSE ENERGIA SA (A62420815) | COMERCIAL VALLESANA DE SUMINISTROS SA (A08217556) | PANGLOS SL (B66562638) | AXON TIME SL (B65217531) | ELECTRA CALDENSE HOLDING SL (B66846965)
213,XALABARDER MIRAMANDA ALBERT,157287011.17,229,4,173,ORGANO_GOBIERNO,155498182.91,NEXUS ENERGIA SA (A62332580) | ELECTRA CALDENSE ENERGIA SA (A62420815) | COMERCIAL VALLESANA DE SUMINISTROS SA (A08217556) | ELECTRA CALDENSE HOLDING SL (B66846965)
214,TARJA JOHANNA STENVALL,156384964.13,623,1,383,ORGANO_GOBIERNO,156384964.13,SANOFI AVENTIS SA (A08163586)
215,HILDE JOHANNA VAN DER KAMP,154584392.66,413,1,292,ORGANO_GOBIERNO,154584392.66,NOVARTIS FARMACEUTICA SA (A08011074)
216,FERNANDEZ DE CASTRO CLARA,154584392.66,413,1,292,ORGANO_GOBIERNO,154584392.66,NOVARTIS FARMACEUTICA SA (A08011074)
217,ANDREAS PASCAL SCHUERMANN,153872072.66,412,1,291,ORGANO_GOBIERNO,153872072.66,NOVARTIS FARMACEUTICA SA (A08011074)
218,URBIOLA CORTASA OSCAR,149820607.51,210,1,174,ADMINISTRADOR,149820607.51,ACSA OBRAS E INFRAESTRUCTURAS SA (A08112716)
219,RUIZ CORTES FRANCISCO JOSE,147341563.42,311,1,275,ORGANO_GOBIERNO,147341563.42,ARIDOS ROMA SA (A25012386)
220,ROMA PIRO MARCEL,147341563.42,311,1,275,ORGANO_GOBIERNO,147341563.42,ARIDOS ROMA SA (A25012386)
221,PIFARRE PAREDERO VICENS,147341563.42,311,1,275,ORGANO_GOBIERNO,147341563.42,ARIDOS ROMA SA (A25012386)
222,LOPEZ ALCAZAR JORDI,147341563.42,311,1,275,ORGANO_GOBIERNO,147341563.42,ARIDOS ROMA SA (A25012386)
223,ROMA CERA ISAURA,147341563.42,311,1,275,ORGANO_GOBIERNO,147341563.42,ARIDOS ROMA SA (A25012386)
224,LOPEZ ALVAREZ CARMEN,147142251.66,268,1,230,ADMINISTRADOR,147142251.66,SISTEMAS INTEGRALES DE REDES Y TELECOMUNICACIONES SL (B61588737)
225,MARTIN FONT VICTOR,147124441.02,177,2,166,ADMINISTRADOR,147124441.02,ARTIFEX INFRAESTRUCTURAS SL (B65675365) | SILVESTRE STUDIO S.L (B44920254)
226,EMTE SL,146668813.77,1241,4,727,ADMINISTRADOR,146668813.77,EMTE SERVICE SA (A60470127) | ADASA SISTEMAS SA (A58596206) | TFM ENERGIA SOLAR FOTOVOLTAICA SA (A60060274) | OUTSOURCING AND AUTOMATION SYSTEMS SL (B65968174)
227,TURMO GRUAS MIGUEL,145477302.75,185,1,163,ADMINISTRADOR,145477302.75,M. Y J. GRUAS SA (A25031576)
228,GRUAS PAULS ARTURO,145477302.75,185,1,163,ADMINISTRADOR,145477302.75,M. Y J. GRUAS SA (A25031576)
229,GRUAS PAULS JOSEP MARIA,145477302.75,185,1,163,ADMINISTRADOR,145477302.75,M. Y J. GRUAS SA (A25031576)
230,SARRIAS PRATS JORDI,144785479.21,45,3,40,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580) | THE YELLOW ENERGY SL (B66027731) | AXON TIME SL (B65217531)
231,HIDROELECTRICA BAUSEN SA,144523261.1,53,2,44,ORGANO_GOBIERNO,144523261.1,NEXUS ENERGIA SA (A62332580) | ATLAS ENERGIA COMERCIAL SL (B25732314)
232,EASY ENERGY SOLUTIONS SL,144447941.96,44,2,39,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580) | AXON TIME SL (B65217531)
233,SERRANO GARCIA ILDEFONSO,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
234,FRONTERA BECCARIA CARLOS,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
235,DIAZ DIAZ LUIS,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
236,MAS SEBASTIA MANUEL,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
237,FERNANDEZ MONTENEGRO IGLESIAS RAIMUNDO,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
238,BRAVO VIDAL PABLO,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
239,GASELEC DIVERSIFICACION SL,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
240,AGUAS DE BARBASTRO ELECTRICIDAD SA,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
241,ELECTRA DEL MAESTRAZGO SA,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
242,CE ENERGIA CARTERA SL,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
243,HIDROELECTRICA BAUSEN SL,144407085.71,43,1,38,ORGANO_GOBIERNO,144407085.71,NEXUS ENERGIA SA (A62332580)
244,PUJOL BACARDIT JUAN,143895665.26,95,1,87,ORGANO_GOBIERNO,143895665.26,CONSTRUCTORA DE CALAF SA (A08153900)
245,HERCAL HOLDING BUSINESS SL,143883403.72,72,1,67,ADMINISTRADOR,143883403.72,HERCAL DIGGERS SL (B64143639)
246,COLIO ABRIL PABLO,142487401.03,50,2,40,ORGANO_GOBIERNO,142487401.03,FCC CONSTRUCCION SA (A28854727) | FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA (A28037224)
247,MENSA PUEYO JORDI,140768904.34,444,2,374,ORGANO_GOBIERNO,140768904.34,SERVEIS INTEGRALS DE MANTENIMENT RUBATEC SA (A60744216) | TRATAMIENTO ACONDICIONAMIENTO DE LADERAS Y OBRAS SA (A64966179)
248,MARTINEZ GARCIA ASUNCION,140037558.66,494,2,317,ORGANO_GOBIERNO,140037558.66,"AIGUES DE BARCELONA, EMPRESA METROPOLITANA DE GESTIO DEL CICLE INTEGRAL DE L'AIGUA SA (A66098435) | AQUAMBIENTE, SERVICIOS PARA EL SECTOR DEL AGUA SA (A08332975)"
249,ROYAL LYTHAM & ST ANNES SL,139213417.55,312,2,128,ORGANO_GOBIERNO,134006240.81,FACTOR ENERGIA SA (A61893871) | SOLIT ENERGIA S.L (B67231258)
250,VARIETATS 1998 SL,138695225.02,706,2,185,ADMINISTRADOR,138695225.02,ROGASA CONSTRUCCIONES Y CONTRATAS SA (A58425760) | ROMERO GAMERO SA (A00000000)
